content,stars,title
"
Hotel yg terletak di tengah kota merupakan lokasi yg strategis dgn view kamar ke simpang lima hanya sayank banyak kekurangannya.... kamar mandinya kecil dan kurang nyaman, tempat sarapannya juga kecil dgn meja dan kursi yg sangat terbatas sehingga harus antri, liftnya kurang enak karena juga kecil dan tanpa ac.... untuk kelas bangunan yg kelihatan mewah dan penampilan yg menarik dgn view yg baik serta kolam renang yg terletak di roof sangat disayangkan menjadi tdk sempurna dgn kekurangannya... tapi cukuplah sbg alternatif saat anda berlibur disemarang
",3 dari 5 lingkaran,kamar mandinya kecil
"
saat tugas ke Semarang saya menginap di hotel Ciputra. Walau hotel ini sdh lama tapi tetap bagus. lokasinya strategis sebelah mall. Sarapan paginya enak, ada jamunya juga. sayang saya tidak menggunakan fasilitas kolam renang karena kesibukan jadwal kerja.
",4 dari 5 lingkaran,Hotel yang bagus dan strategis
"
Alasan kami menginap disini selain transit, juga karena ingin berwisata di kota semarang. Kami check in bertepatan di hari minggu, sehingga akses masuknya cukup sulit, karena ruang parkir dan jalur masuknya terbatas sekali.",4 dari 5 lingkaran,Hotel dengan bonus Mal
"
Hotel Ciputra memiliki lokasi yang sangat strategis di Semarang, berada di Simpang Lima yang memiliki akses mudah ke sudut kota Semarang. Meski merupakan bangunan lama, namun fasilitas di dalam kamar tetap bersih dan terjaga. Ruang didalam kamar sangat lega dan lengkap. Staff yang melayani ramah dalam menjawab pertanyaan dan dalam membantu tamu yang datang. Adanya pintu khusus untuk masuk ke Mall Ciputra juga menjadi nilai lebih untuk hotel ini karena tidak perlu jalan jauh menuju mall. ",4 dari 5 lingkaran,Hotel dengan Lokasi dan Pelayanan Terbaik di Semarang
"
Berkunjung empat hari di Semarang saya berkesempatan menginap di hotel ini.",4 dari 5 lingkaran,hotel dengan fasilitas mall
"
Hotel ini terletak di jantung kota Semarang sehingga dekat untuk pergi kemana-mana.. Pelayanannya cukup baik dan sarapannya enak.. Kamarnya cukup nyaman untuk ditinggali dan terletak satu komplek dengan Mall Ciputra..
",5 dari 5 lingkaran,Lokasi Nyaman
"
sebagai penulis buku travelling dan hotel directory, saya tidak sabar menorehkan pengalaman masa tinggal singkat saya di hotel yang berlabel bintang 4 ini. saya mulai cerita dari pertama kali saya membuka pintu mobil saya. mungkin ada beberapa pengalaman tidak mengenakan sekaligus menggemaskan, barangkali karena terbiasa dengan layanan accor yang mendekati paripurna & sudah hampir 3 tahun memegang member accor plus platinum, jadi saya sangat peka sekali dengan yang namanya service dan hospitality. sebenarnya yang membuat saya bingung adalah, standart mereka yang seperti itu atau memang ketika itu saya sedang APES!? jadi ketika saya tiba persis didepan pintu hotel, jangankan di bantuin buka pintu mobil saya, penjaga pintu saja tidak ada, saya harus menenteng 4 item barang bawaan saya seorang diri, sampai di depan FO, dan saya melihat 2 orang receptionist yang tanpa ekspresi menyambut muka kelelahan saya. oke saya dapatkan kunci kamar executive room di lantai 6. konsep kamar cukup menarik perhatian saya, hanya saja saya cuma dapat rain shower (sedih) saya sering mendapatkan bath up di hotel bintang 4 di kamar type terbawah sekalipun, biasanya saya memang ada sedikit aktifitas ketemu partner bisnis saya ketika di hotel, tapi itupun tidak lama, biasanya sisa waktunya saya gunakan untuk meng optimalkan fasilitas yang di miliki hotel. tapi apa yang terjadi di dafam, saya tidak bisa menikmati satupun fasilitas yang biasanya saya lakukan di hotel lain. saya aktif olahraga, dan disini saya hanya menemukan 3/4 alat fitnes yang sama sekali tidak memenuhi kebutuhan saya, tempat fitnesnya menyatu dengan SPA, akhirnya saya putuskan untuk tidak fitnes, bahkan ketika saya memutari area hotel, saya tidak menemukan kolam renang di hotel ini. ini benar bintang 4 ? bahkan layanan kamar juga sangat standart sekali. ke apesan saya tidak berhenti di sini saja, karena tidak ada fasilitas yang bisa saya nikmati akhir nya saya putuskan keluar hotel, dan apa yang terjadi ketika saya pulang ke hotel, rupanya sedang ada event, hadehhh, mobil saya tidak bisa masuk hotel, parkir bassemant penuh. ditutup! saya heran sama kebijakan hotel ini, mereka lebih mementingkan tamu event, dan saya tidak menemukan satpam atau petugas parkir dalam jangkauan mata saya, saya putar2 hingga 5x sampai nunggu parkir bassemant di buka, tapi itupun saya di bukakan setelah saya minta bantuan reception, benar-benar kurang sigap semua divisi di hotel ini. kekesalahan saya memuncak di malam hari ketika wifi hotel ini mendadak down, padahal saya harus mengirim email penting, saya minta bantuan operator untuk di panggilkan engineering kekamar saya. ahahahah, tidak ada yang standby juga. dan saya harus menunggu lama menunggu petugas hotel kekamar. hadeh rupanya tidak mau kalah sibuk sama tamunya nih para staff di hotel ini. okelah, paginya saya menikmati sarapan yang ala kadarnya. lumayan enak kok. semoga review saya ini bisa di jadikan input positif untuk progress kedepannya. makasih dafam atas layanannya. untungnya harga kamar hotel ini begitu terjangkau jadi ya saya mudah melupakan pengalaman menggemaskan saya ini.
",2 dari 5 lingkaran,"konsep menarik perhatian, hanya perlu peningkatan service & hospitality"
"
lokasi hotel ini sangat strategis untuk liburan dan bisnis. jadi satu dengan mall, dekan dengan pusat perbelanjaan lainnya, pemandangannya langsung simpang lima dan cuman 15mnt dari bandara, depan hotel langsung halte bus dan banyak angkot yg lewat...",4 dari 5 lingkaran,"hotel, mall, pusat kota pas banget"
"
Menginap disini selama semalam untuk keperluan bisnis. Lokasinya sangat strategis di daerah simpang lima. Tidak susah untuk mencari tempat makan maupun belanja karena selain lokasinya di salah satu destinasi wisata semarang, hotel ini juga terhubung langsung dengan mal ciputra/citraland. Kamar relatif nyaman dan pelayanan juga oke
",4 dari 5 lingkaran,Lokasi strategis di simpang lima
"
Sewaktu menginap di hotel ini, kami ada kendala yaitu akses masuk kendaraan yang sempit, dan lahan parkir yang terbatas. Kamipun harus menunggu antrian untuk mobil masuk. Namun untuk hotelnya sendiri nyaman, bersih, dan tepat bersampingan dengan mall. Sarapan di lantai 2, dan pemandangan ke arah simpang lima sehingga kita masih melihat aktivitas di lapangan simpang lima.
",3 dari 5 lingkaran,Hotel di tengah pusat kota
"
Pada tgl 10 Juni 2015 saya menginap di Ciputra Semarang utk 3 malam (seharusnya). Pada malam sekitar jam 21.30, saya pesan room service pisang goreng. Diantar 15 menit kemudian, saya signed room charged dan mulai membuka tutup nampan makanan. Dan alangkah terkejutnya saya ketika melihat ada serangga pada makanan saya. Saya telpon room service dan kemudian datang 2 orang mengambil makanan tersebut dan menawarkan penggantinya, yg saya tolak dengan halus. Besoknya saya lsg check out dan pindah hotel. Untuk hotel sekelas Ciputra, menurut saya perlu konsisten dalam penerapan food hygiene agar tidak merugikan tamu/customer.
",1 dari 5 lingkaran,Perlu Pengecekan Hygiene yg Konsisten
"
Hotelnya bagus dan strategis tetapi untuk kelas hotel bintang 4 atau 5 dijakarta wangi tidak ada asap rokok tapi dihotel ini restoran dan lobby banyak yg merokok walau ruangan AC.. kamar juga bau rokok, hotel ini surga bagi perokok dan neraka bagi yg bukan perokok.. ",3 dari 5 lingkaran,Hotel Bagus tapi bau asap rokok
"
Hotelnya okeh, live music ya oke, kamar oke, meeting room oke, makanan oke, staff ramah, wifi kenceng, coffee roaster ya gokil.. gw simpulkan jd satu kata AWESOME.. Sukses selalu buat Dafam Hotels Semarang di tunggu gebrakan selanjutnya...
",5 dari 5 lingkaran,Recomended
"
Lokasinya sangat dekat dengan pusat kota dan bila malam sangat mudah menemukan lokasi untuk berbagai jenis Kuliner di Simpang-5.",4 dari 5 lingkaran,Hotel di pusat kota
"
Saya menginap di hotel ini hanya untuk transit ketika akan berangkat Pekalongan ke Samarinda. Hotel ini memberikan fasilitas jemput dan antar, dari dan ke hotel, secara gratis. Tidak dikenakan fee apapun. Pelayanan pun cepat dan semua staf ramah. Saya paling senang ketika saya harus ke bandara pagi hari sekitar pukul 6 pagi. sebenarnya driver belum ready, tetapi saya tetap diberikan fasilitas pengantaran sampai ke Bandara A.Yani. Kamar nyaman dan bersih dan harganya terjangkau.
",5 dari 5 lingkaran,Hotel Fasilitas OKE
"
Interior dan exterior nya bagus! Kamar cukup luas walau wifi nya agak lemah jika di kamar. Sarapan sangat enak dengan menu sangat beragam, dari western dan lokal.",5 dari 5 lingkaran,Butik hotel di pusat kota Semarang
"
Hotel ini berada di Jalan Iman Bonjol, dekat sekali dengan Lawang Sewu cukup berjalan 5 menit dan 7 menit ke Jalan Pandanaran dimana pusat oleh-oleh kota semarang.",4 dari 5 lingkaran,Hotel Di Pusat Kota
"
Hotel ini telah didaulat sebagai hotel bintang 4 sejak tahun 2014. Kamar nyaman, fasilitas sarapan berpareasi. Ke pusat kota dekat, cukup naek beca bisa jalan2 ke simpang lima, pusat oleh2. Bagi yang mau berwisata sejarah dari hotel ini deket ke lawang sewu. Namun ada sedikit yang kurang yaitu tidak ada kolam renang dan fitnes center. Semoga dapat segera diadakan, karena fasilitas itu penting, terutama bagi yang tinggal lama.
",4 dari 5 lingkaran,Hotel Bintang 4 dekat Lawang Sewu 
"
Saya bersama pacar liburan ke Semarang dan memilih untuk menginap di hotel ini. Awalnya sih agak sedikit susah nyari lokasinya, namun setelah ketemu letaknya di mana saya senang sekali ternyata posisi letak hotelnya sangat strategis dari pusat Kota Semarang terutama Simpang Lima dan Lawang Sewu. Pelayanan di hotel ini sangat baik. Kami disambut dengan senyum
",4 dari 5 lingkaran,Hotel yg Sangat Bagus
"
perjalanan saya kali ini adalah menuju kota semarang. salah satu kota favorit saya di indonesia khususnya di jawa tengah.",4 dari 5 lingkaran,pelayanan yg baik
"
Dari lokasinya sudah pasti hotel ini menjadi pilihan utama. Terletak di Simpang Lima Semarang. Seperti hotel ciputra lainnya, hotel ini pun terkoneksi langsung dengan pusat perbelanjaan yang cukup lengkap. Fasilitas hotel yang sangat lengkap. Dan menu sarapan yang cukup enak.
",4 dari 5 lingkaran,Hotel di Jantung Kota Semarang
"
Menginap disini pada akhir Agustus 2014 untuk 3 malam. Lokasi yang sangat strategis dekat Simpang Lima dan satu bangunan dengan mall ciputra. Kondisi malam hari sangat indah dengan Simpang Lima yang banyak kuliner makanan. Kamar sangat bersih, besar bahkan untuk kelas terendah/deluxe, dan pelayanan kamar cepat. Variasi makanan untuk makan pagi termasuk banyak dan rasa relatif enak. Pelayanan untuk restaurant juga cepat. Petugas hotel terlihat profesional. Menginap di hotel ini bikin betah dan ingin lama - lama tinggal di hotel.
",4 dari 5 lingkaran,"Strategis, kamar besar dan bersih"
"
saya menginap tanggal 29-31 oktober 2014 untuk menyelenggarakan acara sosialisasi diseminasi balai pencegahan pencemaran industri di semarang, hotelnya bersih, nyaman dan dekat sekali dengan mall ciputra yang terhubung dalam satu bangunan. yang bikin salut, rekan saya ketinggalan charger di kamarnya setelah check out pada pagi. siangnya saya tanya resepsionis dan mereka dengan cepat segera mengambilkan dan memberikan chargernya lengkap. keren. di depan hotelnya ada halte bis trans semarang juga yang memudahkan saya mengelilingi semarang dengan angkutan umum.
",4 dari 5 lingkaran,Hotel Jujur di Simpang Lima
"
Jika memang berencana menginap bersama dan bersenang2 (belanja, makan, nongkrong) di sinilah tempatnya. Karena berada si Simpang Lima yang ikon pusat kota , ya ramai tentunya. Deaign kamarnya Elegan, staff nya ramah. Restaurant nya tidak begitu luas namun lumayan lah bisa sarapan sambil memandang keluar (kebawah) keramaian seputar simpang lima. Balcony outdoornya mendukung. Ada Bakery hotel yg sedia pattiserie enak. Harganya juga gak mahal kok. Makan di dalam mall ciputra tingga masuk aja lewat basement pun bisa. Atau keluar lwt samping. Utk pebisnis cocok nginap disini.
",4 dari 5 lingkaran,Perpaduan Hotel dengan Mall
"
hotel yang terletak di imam bonjol ini meruopakan salah satu hotel yang bangunannya unik, tapi sayang hotel ini tidak di lengkapi dengan fasilitas kolam renang, hotel ini ada live music bagi anda bisa mendengarkan musuk ditemani dengan minuman yang menyegarkan karena dekat dengan bar
",3 dari 5 lingkaran,pelayanan yang cukup baik
"
Kita stay 4 hari , 14 dec sd 18 dec . waktu check in bagus , kita bawa mobil sendiri dan harus bayar parkir Rp 10,000 setiap keluar , sesudah di daftarkan baru bisa free parkingnya . Hotel staff tidak ada yang memberitahu ttg ini .",3 dari 5 lingkaran,Good Location
"
Kenapa saya kecewa,saya memneli voucher hotel lewat .traveloka ,karena saya membelinya secara online,memang saya dadakan,tapi pemesanan saya sudah konfirmasi lewat email,begitu saya cek in di reception ,reception menanyakan print vouchernya,padahal kan saya pemesanan dadakan,seharusnya dari pihak management hotel sendiri yang konfirmasi ke travelola,bukan tamunya,setelah saya menunjukan bukti transfer ehhhh reception malah bilang kok transfernya ke rek PT Trinusa,kan itu nama yg si rek,setelah di lakukan konfirmasi cukup lama,baru pihak hotel mpersilahkan saya untuk masuk kamar,kalo mmg anda beli nya lewat online,saya sarankan bawa print konfiramsi,",3 dari 5 lingkaran,kecewa dengan reception
"
Hotel lama, namun masih sangat bagus dan layak dicoba untuk tinggal disini.",5 dari 5 lingkaran,Dekat Wisata Kuliner dan Mall
"
Dari segi lokasi, Ciputra Hotel Semarang menempati lokasi yang sangat strategis. Terletak tepat di pusat kota memudahkan kita untuk menjangkau tempat-tempat yang ingin kita kunjungi maupun untuk berwisata belanja. Bangunan yang menyatu dengan mall menjadi daya tarik tersendiri bagi hotel ini. Hal yang paling berkesan untuk saya adalah kualitas layanan yang diberikan oleh seluruh staf hotel terutama bagian sales. Mereka melayani tamu dengan baik dan berusaha untuk memenuhi keinginan tamu dengan cepat. Kalaupun staff tidak dapat memenuhi keinginan tamu saat itu juga, mereka akan mencoba mencari alternatif lain, sehingga tamu tidak akan merasa kecewa dengan layanannya.",4 dari 5 lingkaran,Good Service and Good Location
"
Harga yang ditawarkan hotel ini menurut saya termasuk murah untuk fasilitas yang ditawarkannya, memang hotelnya terlihat simple tapi kamarnya lumayan luas bersih dan nyaman.",4 dari 5 lingkaran,Hotel yang murah dan nyaman
"
Saya mengunjungi hotel ini untuk menghadiri rapat dan menginap. Ruang rapatnya bagus, sayang Ballroom nya terganjal oleh keberadaan pilar tiang penyangga yang cukup mengganggu baik dari sudut pandang panggung maupun dari peserta. Kamar hotel bersih meskipun interior agak kusam. Namun demikian hotel ini terletak di lokasi yang cukup strategis... hanya beberapa langkah dari Tugu Pemuda dan Obyek Wisata Lawang Sewu. Sajian sarapannya cukup lengkap dan enak.
",4 dari 5 lingkaran,Hotel standar di lokasi terbaik
"
Hotel yang sangat ramah pelayanannya, Fasilitas yang komplit (Kolam renang, GYM), Ruangan yang bersih dan besar serta menghadap ke Simpang lima, sungguh pemandangan yang sangat bagus. Hotel yang langsung tersambung dengan mall sehingga memudahkan untuk berbelanja kebutuhan, makan siang dan bersantai dengan menonton film 21 di mall tersebut. Malam hari bisa berjalan jalan ke simpang lima dan mencari makan khas semarang di taman KB yaitu tahu Gimbal. Hotel ini juga sangat dekat dengan ""pandanaran"" pusatnya oleh - oleh semarang. Sangat menyenangkan bisa menginap disini, Jika saya kesemarang lagi hotel ini jadi pilihan yang tepat untuk saya menginap.
",5 dari 5 lingkaran,Hotel yang Menyenangkan
"
Saya menginap dihotel ini selama 2 malam dan puas dengan pelayanan maupun kondisi hotelnya.",4 dari 5 lingkaran,Nyaman dan Menyenangkan
"
Hotel Ciputra sangat strategis lokasinya, selain gabung dengan citraland mall juga terletak di kawasan simpang lima semarang yang mana setiap malam minggu menjadi tempat pusat hiburan masyarakat sehingga di kawasan ini akan dipadati orang-orang yang akan menghabiskan malam minggunya disana, fasilitas hotel ini juga menyenangkan hanya sayang tempat parkir yang sangat sempit membuat repot tamu hotel
",4 dari 5 lingkaran,Strategis Hotel
"
Spacious. Kamar bersih meski smoking room. Tidak tercium bau rokok. Toiletries lengkap. Tersedia slipper meski cuma satu pasang. Wifi mudah diakses dan lumayan cepat. TV terlalu kecil. AC-nya mantap. Tersedia ketel listrik di kamar. View di luar kurang bagus. Breakfast lumayan variatif & cukup enak. Meski lokasi hotel agak jauh dari Simpang Lima namun lingkungannya tenang.
",4 dari 5 lingkaran,Mengesankan
